Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Composant),Labels,Labels,Labels,Labels
Task,MGPSUP-1937,50798,BankingAlias Payin not automatically created ,julien.job,roxana,Critical,Done,Done,2018-05-03 15:11,2018-05-29 10:04,,,,,,
Task,MGPSUP-1933,50782,"Multiple clients transfers are failing in sandbox, despite the relevant users being validated",matthieu,tikhoze.banda,Critical,Done,Done,2018-05-02 17:06,2018-05-03 17:21,,,,,,
Task,MGPSUP-1918,50711,Refund appears on users bank statement as Leetchi (SCT ideal and sofort payout),richard.kaffka,tikhoze.banda,Critical,Done,Done,2018-04-24 09:19,2018-10-26 14:19,,,,,,
Task,MGPSUP-1914,50686,Extract every dispute of Bookingkit_net ,richard.prodhomme,removed91,Critical,Done,Done,2018-04-19 16:41,2018-04-24 11:41,,,,,,
Task,MGPSUP-1906,50653,Update some Vertica database fields length to make them compliant to API properties length,richard.prodhomme,mickael.pois,Critical,Done,Done,2018-04-16 18:18,2018-04-24 11:33,,,update_production,,,
Task,MGPSUP-1896,50586,Extraction des Partner Mangopay,removed60,florian,Critical,Done,Done,2018-04-05 13:32,2018-04-25 11:31,,,,,,
Task,MGPSUP-1880,50529,"Report for all backoffice ""anti-fraud payouts rules"" (blacklist countries and IBANs)",taher.sehli,matthieu,Critical,Done,Done,2018-03-29 11:34,2018-04-03 13:29,,,,,,
Task,MGPSUP-1878,50525,KYC document not accepted (Encoding UTF-8-BOM),julien.job,roxana,Critical,Done,Done,2018-03-28 16:04,2018-10-16 10:03,,,,,,
Task,MGPSUP-1875,50505,TimeOut BO sandbox,nathalie.ruf,roxana,Critical,Done,Done,2018-03-27 11:53,2018-10-15 16:01,,,,,,
Task,MGPSUP-1874,50504,[WEIRD CLIENT BEHAVIOR] Nearly 8000 getTokenWeb calls over 3 days for Crwdchckn2015 ,imane.rahmoun,removed91,Critical,Done,Done,2018-03-27 10:56,2018-04-09 13:46,,,,,,
Task,MGPSUP-1852,50424,Extraction des Partner Mangopay,,florian,Critical,Done,Done,2018-03-13 11:08,2018-04-05 13:32,,,,,,
Task,MGPSUP-1831,50345,Extract every dispute of Flexybeauty between the 11/12/2017 and 03/03/2018,nicolas.gicquel,removed91,Critical,Done,Done,2018-03-02 14:56,2018-03-08 12:30,,,,,,
Task,MGPSUP-1827,50307,Rate Limit: 21062016 have a weird behavior on Production,maxence.busson,farah.chabchoub,Critical,Done,Done,2018-02-26 17:18,2018-09-10 13:38,,,,,,
Task,MGPSUP-1787,50116,User KYC stats for CMA by Licence Type,laurine.taing,julien.job,Critical,Done,Done,2018-02-05 17:14,2019-04-08 11:52,,,,,,
Task,MGPSUP-1783,50103,"Transfers failed ""generic Operation error"" but funds are transferred",taher.sehli,imane.rahmoun,Critical,Done,Done,2018-02-02 15:09,2018-02-27 14:57,,,update_production,,,
Task,MGPSUP-1756,49994,PreAuth Payment descriptor ,removed91,jeanchristophe.gatto,Critical,Done,Done,2018-01-22 17:33,2018-03-23 11:54,,,,,,
Task,MGPSUP-1748,49972,"PayPal partial refund failing, but e-money is destroyed",removed91,sebastian.vetter,Critical,Done,Done,2018-01-18 14:36,2018-02-15 11:39,,,,,,
Task,MGPSUP-1747,49970,"HttpCode 401, Unauthorized (SDK Java) ",mickael.pois,roxana,Critical,To product,,2018-01-18 13:49,2019-01-02 15:25,,,,,,
Task,MGPSUP-1737,49928,Mandates requiring Dual Signatures,,tikhoze.banda,Critical,Done,Done,2018-01-15 19:37,2018-01-17 12:22,,,,,,
Task,MGPSUP-1726,49893,Get user additional datas - TRACFIN requests,removed60,matthieu,Critical,Done,Done,2018-01-11 16:35,2018-01-12 12:46,,,,,,
Task,MGPSUP-1693,49816,Oups page BO MGP VAD contract Specific ClientId afrimarket1,julien.job,roxana,Critical,Done,Done,2018-01-02 11:14,2018-01-12 09:56,,,update_production,,,
Task,MGPSUP-1686,49785,Weird client litapact behavior on production,jeanchristophe.gatto,farah.chabchoub,Critical,Done,Done,2017-12-26 11:37,2018-02-09 15:49,,,,,,
Task,MGPSUP-1671,49756,Incomplete user name on the mandate ,matthieu,roxana,Critical,Done,Done,2017-12-19 19:54,2018-01-22 18:21,,,,,,
Task,MGPSUP-1660,49730,403 Error when reports are downloaded in python,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-12-14 13:43,2017-12-19 11:40,,,,,,
Task,MGPSUP-1659,49729,Request to increase rate limit bucket for a day on the 18th December,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-12-14 10:48,2017-12-19 11:47,,,,,,
Task,MGPSUP-1653,49701,Create a private test 3DS card for the client Plentific to use in sandbox,removed91,tikhoze.banda,Critical,Done,Done,2017-12-11 17:49,2017-12-20 18:36,,,,,,
Task,MGPSUP-1649,49692,TimeOut when trying to connect to the API prod,mickael.pois,roxana,Critical,Won't Do,,2017-12-11 16:22,2019-01-15 19:50,,,,,,
Task,MGPSUP-1646,49668,Extract every disputes Not Settled for fanpass2015,removed91,removed91,Critical,Done,Done,2017-12-08 15:50,2017-12-12 14:10,,,,,,
Task,MGPSUP-1636,49633,Extract every payins linked to wallets for judicial requisition purpose,,removed91,Critical,Done,Done,2017-12-06 11:27,2017-12-07 13:59,,,,,,
Task,MGPSUP-1632,49620,"Bug MOP Config - ""	ERROR ! Can't load data parametrage""",laurine.taing,imane.rahmoun,Critical,Done,Done,2017-12-05 16:18,2017-12-12 11:04,,,update_production,,,
Task,MGPSUP-1630,49616,Transfers are not blocked due to KYC limits when the credited userID is set to the authorID of the transaction,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-12-05 12:35,2017-12-06 14:56,,,,,,
Task,MGPSUP-1620,49559,Extract every payins linked to wallets for judicial requisition purpose,removed60,removed91,Critical,Done,Done,2017-11-30 17:15,2017-12-05 12:00,,,,,,
Task,MGPSUP-1610,49532,Extract every payins and payouts linked to 2 wallets for judical requisition purpose,laurine.taing,mickael.pois,Critical,Done,Done,2017-11-29 12:08,2017-11-30 17:16,,,,,,
Task,MGPSUP-1608,49529,Client claims to get 403 error each time they try to create oauth token,,tikhoze.banda,Critical,Done,Done,2017-11-28 19:55,2017-12-01 11:03,,,,,,
Task,MGPSUP-1607,49527,Weird client qwerteach behavior on production,melany.vandewoestyne,farah.chabchoub,Critical,Done,Done,2017-11-28 17:57,2017-11-29 13:54,,,,,,
Task,MGPSUP-1597,49499,"""PAYOUT_NORMAL_SUCCEEDED"" notification not received / No trace on KIBANA",removed60,imane.rahmoun,Critical,Done,Done,2017-11-27 10:57,2017-11-28 15:13,,,,,,
Task,MGPSUP-1593,49492,Mailjet - Hooks emails not received/sent,removed60,julien.job,Critical,Done,Done,2017-11-24 17:58,2017-11-28 17:00,,,,,,
Task,MGPSUP-1588,49473,"Get every disputes to be settled for ""rentalsunited"" client",laure,mickael.pois,Critical,Done,Done,2017-11-23 16:21,2017-11-30 14:56,,,,,,
Task,MGPSUP-1575,49445,Get additional Payins data - Compliance request,laurine.taing,removed91,Critical,Done,Done,2017-11-22 11:44,2017-11-23 11:52,,,,,,
Task,MGPSUP-1565,49421,Warning emails NOT received for notification failures,julien.job,florian,Critical,Done,Done,2017-11-17 17:36,2018-03-01 09:56,,,hooks,notifications,,
Task,MGPSUP-1563,49418,Get additional Payins data - Compliance requests,removed60,removed91,Critical,Done,Done,2017-11-17 16:45,2017-11-21 12:30,,,,,,
Task,MGPSUP-1560,49398,Electronic money created for a Payin FAILED (Duplicate transaction) ,matthieu,roxana,Critical,Done,Done,2017-11-16 11:04,2017-11-23 16:48,,,,,,
Task,MGPSUP-1547,49351,Payin Succedeed  on MGP BO / Failed on payline,removed91,imane.rahmoun,Critical,Done,Done,2017-11-13 10:56,2017-11-24 15:01,,,,,,
Task,MGPSUP-1545,49336,Plus de 600 Paypal Refund Errors pour cause de Rate Limiting atteint,removed91,removed91,Critical,Done,Done,2017-11-10 14:41,2017-11-29 14:19,,,errors,paypal,refund,vinted
Task,MGPSUP-1540,49318,Payout: Default bank statement and the BankWireRef not displayed,imane.rahmoun,roxana,Critical,Done,Done,2017-11-09 11:21,2017-11-09 14:36,,,,,,
Task,MGPSUP-1532,49305,Weird client behavior on production,sebastian.vetter,farah.chabchoub,Critical,Done,Done,2017-11-08 17:11,2017-12-14 18:04,,,,,,
Task,MGPSUP-1524,49263,SoftDescriptor not displayed,removed91,roxana,Critical,Done,Done,2017-11-03 15:28,2017-11-28 14:31,,,,,,
Task,MGPSUP-1521,49244,"PayPal payments failed in BO, but completed in paypal and funds have been debited",julien.job,imane.rahmoun,Critical,Done,Done,2017-11-02 16:26,2018-11-13 17:17,,,,,,
Task,MGPSUP-1511,49188,Export transaction data for every vinted clients (due to client reporting issues),mickael.pois,mickael.pois,Critical,Done,Done,2017-10-27 12:30,2017-11-10 11:44,,,,,,
Task,MGPSUP-1510,49186,Weird client behavior,sebastian.vetter,farah.chabchoub,Critical,Done,Done,2017-10-27 10:45,2017-12-14 09:43,,,,,,
Task,MGPSUP-1508,49182,Payins failed but charged and refunded on 09/10 by payline,matthieu,imane.rahmoun,Critical,Done,Done,2017-10-26 15:53,2018-01-09 16:07,,,,,,
Task,MGPSUP-1504,49157,3D secure validation requested for client that has the validation removed,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-10-25 11:01,2017-10-25 14:55,,,,,,
Task,MGPSUP-1499,49122,Get additional Payins data - Compliance requests,removed60,removed91,Critical,Done,Done,2017-10-23 10:38,2017-10-24 11:02,,,,,,
Task,MGPSUP-1493,49086,Compensate negative wallet following a bug,marine.houze-de-laulnoit,marine.houze-de-laulnoit,Critical,Done,Done,2017-10-19 15:51,2017-10-25 11:08,,,,,,
Task,MGPSUP-1467,49010,SOFORT payment failed but charged,,alexandre.skrzypczak,Critical,Done,Done,2017-10-10 11:12,2017-10-11 15:36,,,,,,
Task,MGPSUP-1450,48980,Transaction Report for Status MAX_NUMBER_OF_PAYMENT_ATTEMPTS_EXCEEDED,laure,sebastian.vetter,Critical,Done,Done,2017-10-05 14:31,2017-10-11 12:06,,,,,,
Task,MGPSUP-1445,48973,"Bug bank account ""External Id : no external Id found"" - sandbox ",taher.sehli,roxana,Critical,Done,Done,2017-10-05 10:38,2017-10-10 10:58,,,,,,
Task,MGPSUP-1440,48932,User has been charged twice for a Payin,imane.rahmoun,melany.vandewoestyne,Critical,Done,Done,2017-09-29 14:27,2017-10-12 16:13,,,,,,
Task,MGPSUP-1432,48906,User has been charged twice for a Payin.,imane.rahmoun,melany.vandewoestyne,Critical,Done,Done,2017-09-27 14:57,2017-10-12 16:14,,,,,,
Task,MGPSUP-1430,48808,Two payouts created at the same time with the same idempotency key were processed,,tikhoze.banda,Critical,Done,Done,2017-09-26 12:56,2017-10-06 10:53,,,,,,
Task,MGPSUP-1417,48652,Extract Disputes that needs to be settled,removed85,hugo.bailey,Critical,Done,Done,2017-09-21 14:10,2018-11-12 14:04,,,,,,
Task,MGPSUP-1405,48615,Bug bank account,,roxana,Critical,Done,Done,2017-09-19 14:18,2017-10-05 11:05,,,,,,
Task,MGPSUP-1386,48510,Capacity enumeration in .Net SDK only contains one value that does not return an error,hugo.bailey,tikhoze.banda,Critical,Done,Done,2017-09-08 18:21,2017-09-13 13:05,,,,,,
Task,MGPSUP-1368,48116,"""gebraucht"" batches are out of control",sebastian.vetter,yann.person,Critical,Done,Done,2017-09-01 11:56,2017-09-29 11:21,,,,,,
Task,MGPSUP-1367,48115,Card payment failed in MANGOPAY but was successful in Payline. The debited payment needs to be refunded,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-09-01 11:17,2017-09-01 12:06,,,,,,
Task,MGPSUP-1352,47707,IBAN type bank accounts can be created when the IBAN and BIC do not match,mickael.pois,tikhoze.banda,Critical,Done,Done,2017-08-22 12:40,2017-08-23 12:29,,,,,,
Task,MGPSUP-1349,47506,404 errors - djbookin1357prod,melany.vandewoestyne,yann.person,Critical,Done,Done,2017-08-18 16:28,2017-08-18 17:30,,,,,,
Task,MGPSUP-1340,47200,bookingkit is flooding the sandbox,tikhoze.banda,yann.person,Critical,Done,Done,2017-08-16 09:56,2017-08-16 17:14,,,,,,
Task,MGPSUP-1337,47013,Sudden increase in 3DS preauths and direct payins not being closed by worker,hugo.bailey,hugo.bailey,Critical,Done,Done,2017-08-14 15:36,2017-10-23 17:42,,,,,,
Task,MGPSUP-1330,46922,Cash out e-money balance does not match how much the user has paid out,,tikhoze.banda,Critical,Done,Done,2017-08-10 19:52,2017-08-11 14:35,,,,,,
Task,MGPSUP-1312,46524,oinkymaster - 404 errors + rate limiting,tikhoze.banda,yann.person,Critical,Done,Done,2017-08-03 09:54,2017-08-03 16:04,,,,,,
Task,MGPSUP-1282,46102,IDEAL payment failed but funds were deducted,mickael.pois,roxana,Critical,Done,Done,2017-07-25 13:03,2017-07-28 09:02,,,,,,
Task,MGPSUP-1279,46011,Extract of transactions done by a particular user for a judicial requisition,removed60,hugo.bailey,Critical,Done,Done,2017-07-24 15:57,2017-08-17 15:16,,,,,,
Task,MGPSUP-1263,45911,Giropay payment failed but was debited,mickael.pois,tikhoze.banda,Critical,Done,Done,2017-07-20 12:55,2017-07-21 11:57,,,,,,
Task,MGPSUP-1262,45910,Payment acceptance rate analysis for fanpass,roxana,tikhoze.banda,Critical,Done,Done,2017-07-20 12:10,2017-08-09 17:12,,,,,,
Task,MGPSUP-1232,45402,Successful refund has not been processed as the users bank account is closed,,tikhoze.banda,Critical,Done,Done,2017-07-11 10:51,2017-07-17 12:16,,,,,,
Task,MGPSUP-1224,45123,User charged 7 times instead of 1. No transactions on the BO,,melany.vandewoestyne,Critical,Done,Done,2017-07-06 17:33,2017-07-07 14:21,,,,,,
Task,MGPSUP-1190,44401,Incohérences entre les AWS Payline et les infos remontées dans l'API,removed60,marine.houze-de-laulnoit,Critical,Done,Done,2017-06-21 11:35,2017-06-30 15:16,,,,,,
Task,MGPSUP-1188,44302,Extract for 2017-06-19 production incident,laure,laure,Critical,Done,Done,2017-06-20 10:59,2017-06-20 17:23,,,,,,
Task,MGPSUP-1182,44202,Plum have strange spacing/tabs in their payout bank wire refs,tikhoze.banda,hugo.bailey,Critical,Done,Done,2017-06-16 12:17,2017-06-21 10:42,,,,,,
Task,MGPSUP-1181,44201,Staff Angel are doing loads of direct debit payments with fake emails,tikhoze.banda,hugo.bailey,Critical,Done,Done,2017-06-16 11:39,2017-06-16 15:23,,,,,,
Task,MGPSUP-1111,42904,No 3DS Redirection for MAESTRO Cards (Sandbox and Prod),,alexandre.skrzypczak,Critical,Done,Done,2017-05-24 13:56,2017-05-26 11:13,,,new-task-added,,,
Task,MGPSUP-1084,42007,Update the payin bankwire config for these PA clients,roxana,hugo.bailey,Critical,Done,Done,2017-05-09 19:05,2017-05-10 10:53,,,,,,
Task,MGPSUP-1081,42001,Investigate why/how this IBAN payout isn't in a batch but is successful,removed60,hugo.bailey,Critical,Done,Done,2017-05-09 10:32,2017-09-14 14:33,,,,,,
Task,MGPSUP-1071,41831,Boucles d'appels getTransactionDetails en Homologation,laurine.taing,marine.houze-de-laulnoit,Critical,Done,Done,2017-05-03 14:10,2017-05-17 12:32,,,,,,
Task,MGPSUP-1042,41606,"Refunded GoCardless payment was also disputed, after the refund was done.",tikhoze.banda,tikhoze.banda,Critical,Done,Done,2017-04-21 18:28,2017-04-25 09:10,,,,,,
Task,MGPSUP-1038,41601,[Leetchi] Extract of 3DS transactions to blocked wallets,removed60,hugo.bailey,Critical,Done,Done,2017-04-21 14:02,2017-07-04 10:17,,,,,,
Task,MGPSUP-1033,41527,Issue receiving webhooks - The underlying connection was closed: Could not establish trust relationship for the SSL/TLS secure channel,tikhoze.banda,tikhoze.banda,Critical,Done,Done,2017-04-18 11:49,2017-04-18 18:10,,,,,,
Task,MGPSUP-966,40842,Notifications section in the dashboard is empty and so no hooks can be manually created,hugo.bailey,tikhoze.banda,Critical,Done,Done,2017-03-29 16:15,2017-04-19 12:12,,,,,,
Task,MGPSUP-945,40700,Dashboard exception thrown for massive integers,hugo.bailey,mahmoud.nahawandi,Critical,Done,Done,2017-03-22 09:33,2017-03-24 17:16,,,,,,
Task,MGPSUP-927,40505,Clients using the endpoint /cards/ which doesn't exist (and never has),roxana,hugo.bailey,Critical,Done,Done,2017-03-16 11:00,2017-05-09 13:27,,,,,,
Task,MGPSUP-913,40333,"Credit Card transactions failed, but charged",florian,sebastian.vetter,Critical,Done,Done,2017-03-14 17:40,2017-06-13 15:44,,,,,,
Task,MGPSUP-911,40331,Unusual high error rate on giropay,matthieu,roxana,Critical,Done,Done,2017-03-14 16:51,2017-04-11 14:16,,,,,,
Task,MGPSUP-907,40323,GoCardless Direct Debits are not being paid out,tikhoze.banda,tikhoze.banda,Critical,Done,Done,2017-03-14 10:23,2017-03-15 11:14,,,,,,
Task,MGPSUP-892,40301,Several cases of refunds not arriving at customer account,roxana,sebastian.vetter,Critical,Done,Done,2017-03-13 09:37,2017-03-21 10:41,,,,,,
Task,MGPSUP-853,40009,"""P24 anomalies"" refund not arrived at customer",roxana,sebastian.vetter,Critical,Done,Done,2017-03-07 10:21,2017-03-09 10:16,,,,,,
Task,MGPSUP-825,39819,SOFORT payment failed but charged,mickael.pois,sebastian.vetter,Critical,Done,Done,2017-03-03 08:48,2017-03-07 11:13,,,,,,
Task,MGPSUP-821,39807,"PSP Technical Error:  Bad format, authentication3DSecure fields must be empty on Authorization without CVX2",imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-03-02 13:57,2017-03-06 10:58,,,,,,
Task,MGPSUP-820,39806,"""P24 anomalies"" refund not arrived at customer",imane.rahmoun,sebastian.vetter,Critical,Done,Done,2017-03-02 12:52,2017-03-02 17:51,,,,,,
Task,MGPSUP-815,39710,MOP configuration page for a client broken,laure,eoin.lane,Critical,Done,Done,2017-03-01 16:58,2017-03-07 18:08,,,,,,
Task,MGPSUP-781,39321,Internal Server Errors in Sandbox due to Xantia,hugo.bailey,tikhoze.banda,Critical,Done,Done,2017-02-23 13:10,2017-02-24 12:22,,,,,,
Task,MGPSUP-775,39304,New emoney endpoint returning Internal Server Error,hugo.bailey,eoin.lane,Critical,Done,Done,2017-02-22 15:00,2017-02-24 12:30,,,,,,
Task,MGPSUP-749,39008,Problem adding MOP config for a new currency,removed60,hugo.bailey,Critical,Done,Done,2017-02-17 13:21,2017-02-22 16:42,,,,,,
Task,MGPSUP-722,38914,P24 reconsiliation not arrived at customer,marine.houze-de-laulnoit,sebastian.vetter,Critical,Done,Done,2017-02-16 13:48,2017-02-21 11:47,,,,,,
Task,MGPSUP-720,38910,Transaction appears twice on users bank statement,tikhoze.banda,tikhoze.banda,Critical,Done,Done,2017-02-16 11:37,2017-03-14 10:17,,,,,,
Task,MGPSUP-700,38707,"Mandate status stuck in ""Submitted"" ",imane.rahmoun,mahmoud.nahawandi,Critical,Done,Done,2017-02-10 14:07,2017-02-14 12:58,,,,,,
Task,MGPSUP-698,38704,New type of SOFORT payment failed but charged,marine.houze-de-laulnoit,sebastian.vetter,Critical,Done,Done,2017-02-10 11:53,2017-02-27 14:35,,,,,,
Task,MGPSUP-659,38130,Direct Debit: PSP Technical Error due to GCL amount limits,hugo.bailey,tikhoze.banda,Critical,Done,Done,2017-02-01 15:41,2017-02-14 15:49,,,,,,
Task,MGPSUP-652,38103,SOFORT payment failed but charged,mickael.pois,roxana,Critical,Done,Done,2017-01-31 12:01,2017-02-01 18:23,,,,,,
Task,MGPSUP-649,38018,Duplicate payment for same mouvement,removed60,marine.houze-de-laulnoit,Critical,Done,Done,2017-01-30 13:48,2017-01-31 14:58,,,,,,
Task,MGPSUP-630,37903,Exception thrown when KYC document is uploaded using the java SDK,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-01-25 15:12,2017-01-26 15:31,,,,,,
Task,MGPSUP-610,37813,PSP technical error on payin/preauth (EUR and GBP),matthieu,roxana,Critical,Done,Done,2017-01-23 15:08,2017-02-07 15:27,,,,,,
Task,MGPSUP-570,36900,Pre-authorization cancelled but not returned,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2017-01-06 10:04,2017-01-06 11:46,,,,,,
Task,MGPSUP-566,36824,Refund Giropay Failed - Payline ,mickael.pois,roxana,Critical,Done,Done,2017-01-05 17:39,2017-01-25 10:16,,,,,,
Task,MGPSUP-553,36637,Pay-in was refunded to the user twice,marine.houze-de-laulnoit,tikhoze.banda,Critical,Done,Done,2016-12-30 15:44,2017-03-10 14:03,,,,,,
Task,MGPSUP-552,36635,Cancelled Pre-auth has not been released to the user. Bank claims MANGOPAY is still holding the funds,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2016-12-30 11:14,2017-01-19 11:59,,,,,,
Task,MGPSUP-551,36633,[syndicateroom] User's card is enrolled in 3D secure but MANGOPAY is failing payments saying the user is not enrolled,marine.houze-de-laulnoit,tikhoze.banda,Critical,Done,Done,2016-12-30 10:30,2017-02-17 14:13,,,,,,
Task,MGPSUP-549,36626,[rentalsunited] User always gets 'do not honor' message but their bank has said they are not blocking the payments,imane.rahmoun,tikhoze.banda,Critical,Done,Done,2016-12-29 12:38,2017-01-02 14:53,,,,,,
Task,MGPSUP-507,36107,Sofort payment failed in MANGOPAY but user was debited,,tikhoze.banda,Critical,Done,Done,2016-12-15 14:22,2016-12-16 10:40,,,,,,
Task,MGPSUP-476,35813,Client with high 400 error rate,imane.rahmoun,laure,Critical,Done,Done,2016-12-12 10:57,2016-12-16 14:33,,,,,,
Task,MGPSUP-417,30327,Mandate stuck in submitted instead of active,hugo.bailey,svetlana.videnova,Critical,Done,Done,2016-07-28 12:31,2017-03-22 14:14,,,,,,
Task,MGPSUP-395,15157,[BackOffice] les paramètres des nouveaux comptes créés restent null,matthieu,florian,Critical,Done,Fixed,2013-12-04 19:19,2016-12-06 11:36,,,,,,
Task,MGPSUP-357,29116,[depop] Idempotency key lookup problems (blank response/error 404 etc),matteo.maurizio,hugo.bailey,Critical,Done,Fixed,2016-06-29 11:58,2016-12-06 11:34,2016-06-30 00:00,,,,,
Task,MGPSUP-345,21216,[codeurcom] 3Ds non déclenché sur transaction,florian,florian,Critical,Done,Fixed,2015-06-22 18:59,2016-12-06 11:33,,,,,,
Task,MGPSUP-307,20350,[Ulule] Anomalie sur CANCEL du virement 12662627,laure,matthieu,Critical,Done,Fixed,2015-04-02 20:26,2016-12-06 11:31,,,,,,
Task,MGPSUP-298,14978,Internal Error dans le BO = transaction approved chez payline,matthieu,florian,Critical,Done,Fixed,2013-11-14 12:41,2016-12-06 11:31,,,,,,
Task,MGPSUP-284,34306,Investigate how the ClientLicenceType could change (except via the Mango BO),removed41,hugo.bailey,Critical,Done,Fixed,2016-11-16 17:12,2016-12-06 11:30,,,,,,
Task,MGPSUP-281,14956,[Trendu] Payment cards inactivent,laure,florian,Critical,Done,Fixed,2013-11-12 15:41,2016-12-06 11:30,,,MangoPay,,,
Task,MGPSUP-245,33016,"Transaction failed but charged (PSP ""Internal Error"" issue)",matthieu,matthieu,Critical,Done,Done,2016-10-03 21:39,2016-12-08 16:56,,,,,,
Task,MGPSUP-244,21032,API response body logs missing from BO activity tool,removed60,hugo.bailey,Critical,Done,Fixed,2015-06-05 18:18,2016-12-06 11:29,,,,,,
Task,MGPSUP-232,14986,[SHOPELIA] Echec sur un Refund,matthieu,florian,Critical,Done,Won't Fix,2013-11-14 16:48,2016-12-06 11:28,,,,,,
Task,MGPSUP-229,23220,[fundedbyme] Token Processing Error,matthieu,matthieu,Critical,Done,Cannot Reproduce,2015-11-16 21:41,2016-12-06 11:28,,,,,,
Task,MGPSUP-208,24343,[vinted-de] Paiement Sofort en created,matthieu,florian,Critical,Done,Fixed,2016-01-28 18:42,2016-12-06 11:27,,,,,,
Task,MGPSUP-199,25444,[vinted-de] Paiement SOFORT en created > 24h,matthieu,florian,Critical,Done,Duplicate,2016-03-17 18:44,2016-12-06 11:27,,,,,,
Task,MGPSUP-178,14170,[Leetchi] Anomalie transaction Ogonoe,laure,matthieu,Critical,Done,Fixed,2013-07-23 16:18,2016-12-06 11:26,,,,,,
Task,MGPSUP-168,20854,[DEPOP] Erreur 500 sur creation de transfert,removed60,florian,Critical,Done,Fixed,2015-05-20 20:09,2016-12-06 11:25,,,,,,
Task,MGPSUP-165,20859,[Leetchi.com] Supprimer un message laissé par un contributeur,jordan,removed,Critical,Done,Fixed,2015-05-21 15:17,2016-12-06 11:25,,,relecture,,,
Task,MGPSUP-151,15231,[shopelia] Impossible de rembourser une transaction,laure,florian,Critical,Done,Won't Fix,2013-12-12 16:11,2016-12-06 11:25,,,,,,
Task,MGPSUP-145,21733,[wertgeschenk2] Transaction Ogone failed but debited,matthieu,florian,Critical,Done,Fixed,2015-07-23 10:43,2016-12-06 11:25,,,,,,
Task,MGPSUP-125,15046,[Hopwork] Retrouver le token d'une transaction (Problème chargement page payline),laure,florian,Critical,Done,Fixed,2013-11-22 16:21,2016-12-06 11:24,,,,,,
Task,MGPSUP-111,21776,[wertgeschenk2] Problème dans l'utilisation de Giropay/Sofort en v1 (ogone),matthieu,florian,Critical,Done,Fixed,2015-07-28 12:25,2016-12-06 11:23,,,,,,
Task,MGPSUP-110,21533,[click2resol] Transaction Ogone failed but debited,matthieu,florian,Critical,Done,Fixed,2015-07-08 16:12,2016-12-06 11:23,,,,,,
Task,MGPSUP-87,18119,[ULULE] erreur 500 sur upload de doc (strong auth),florian,florian,Critical,Done,Fixed,2014-09-09 15:03,2016-12-06 11:23,,,,,,
Task,MGPSUP-65,34407,PayPal transactions failing (Too Many Requests),hugo.bailey,sebastian.vetter,Critical,Done,Done,2016-11-17 16:02,2016-12-26 12:11,,,,,,
Task,MGPSUP-23,22446,"Repudiation not possible, even though the account should still have funds available",removed60,hugo.bailey,Critical,Done,Fixed,2015-09-11 15:27,2016-12-06 11:20,,,,,,
Task,MGPSUP-16,20033,[Zeduki] Pas de notification sur withdrawal,florian,florian,Critical,Done,Fixed,2015-03-05 13:57,2016-12-06 11:20,,,,,,
Task,MGPSUP-2656,57898,Consistance des montants,,yann.badre,Normal,To DEV,,2019-09-02 10:16,2019-09-02 14:28,,DEV,consistance,,,
Task,MGPSUP-2655,57842,CLONE - RedirectURL generation issue,,maxence.busson,Normal,Done,Fixed,2019-08-27 17:42,2019-08-30 11:30,,,,,,
Task,MGPSUP-2654,57823,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-08-26 10:16,2019-08-27 08:50,,,,,,
Bug,MGPSUP-2645,57784,CVV Collector Page: Card Number + Expiracy date not visible on mobile,oriane.gossiaux,mathieu.chauveau,Normal,To product,,2019-08-21 17:08,2019-08-26 11:40,,API,frontend,,,
Task,MGPSUP-2642,57728,Wrong error message on Paypal refund,matthieu,maxence.busson,Normal,Fix pending,,2019-08-19 15:29,2019-08-22 09:32,,API,paypal,,,
Task,MGPSUP-2641,57719,Consistance des montants,laurine.taing,yann.badre,Normal,Done,Fixed,2019-08-19 10:16,2019-08-23 16:37,,DEV,consistance,,,
Task,MGPSUP-2640,57714,Preauthorized payin done on the first transaction when we have a retry with another acquirer bank ,mickael.pois,roxana,Normal,In progress,,2019-08-16 16:15,2019-09-02 10:40,,API,Payline-Desync,,,
Task,MGPSUP-2639,57707,"Failed transaction: ""Detail de la transaction Payline"" (LongMessage from the error)",,richard.kaffka,Normal,Third-party,,2019-08-15 12:50,2019-09-02 16:29,,API,AMEX,Payline,,
Bug,MGPSUP-2637,57688,"""Refund country is out of eurozone"" - Error for a SOFORT PayIn",roxana,richard.kaffka,Normal,Done,Fixed,2019-08-13 12:09,2019-08-14 15:55,,,,,,
